,Community Area Number,Ward,Police District,Primary_Category,Zip,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Asian_Pacific_Islander,Student_Count_Hawaiian_Pacific_Islander,Overall_Rating,School_Survey_Safety,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),# of Police Notifications,% of Misconducts Resulting in a Police Notification,count_of_scores
3029,43,7,4,ES,60649,420,331,52,408,9,0,0,0,0,0,Level 2+,2,669,152,511,6,44,5,0.7,1723
3030,43,7,4,ES,60649,420,331,52,408,9,0,0,0,0,0,Level 2+,2,720,81,592,47,361,13,1.8,1723
3031,43,7,4,ES,60649,420,331,52,408,9,0,0,0,0,0,Level 2+,2,362,240,95,27,18,8,2.2,1723
3032,43,7,4,ES,60649,420,331,52,408,9,0,0,0,0,0,Level 2+,2,130,101,24,5,4,5,3.8,1723
3033,43,7,4,ES,60649,420,331,52,408,9,0,0,0,0,0,Level 2+,2,43,11,32,0,6,1,2.3,1723
3034,43,7,4,ES,60649,420,331,52,408,9,0,0,0,0,0,Level 2+,2,6,5,1,0,0,0,0.0,1723
3035,43,7,4,ES,60649,420,331,52,408,9,0,0,0,0,0,Level 2+,2,163,74,79,10,15,4,2.5,1723
3036,77,48,20,ES,60660,540,373,104,135,157,84,145,3,0,0,Level 2+,3,34,17,16,1,26,4,11.8,1288
3037,77,48,20,ES,60660,540,373,104,135,157,84,145,3,0,0,Level 2+,3,18,9,4,5,13,4,22.2,1288
3038,77,48,20,ES,60660,540,373,104,135,157,84,145,3,0,0,Level 2+,3,9,1,7,1,6,1,11.1,1288
3039,77,48,20,ES,60660,540,373,104,135,157,84,145,3,0,0,Level 2+,3,16,7,5,4,2,2,12.5,1288
3040,77,48,20,ES,60660,540,373,104,135,157,84,145,3,0,0,Level 2+,3,10,1,7,2,11,3,30.0,1288
3041,77,48,20,ES,60660,540,373,104,135,157,84,145,3,0,0,Level 2+,3,58,22,32,4,16,4,6.9,1288
3042,77,48,20,ES,60660,540,373,104,135,157,84,145,3,0,0,Level 2+,3,11,1,8,2,5,6,54.5,1288
3043,77,48,20,ES,60660,540,373,104,135,157,84,145,3,0,0,Level 2+,3,14,2,11,1,1,0,0.0,1288
3044,58,12,9,ES,60632,277,237,47,3,259,8,4,2,0,0,Level 2+,3,9,5,3,1,8,1,11.1,1288
3045,58,12,9,ES,60632,277,237,47,3,259,8,4,2,0,0,Level 2+,3,33,13,14,6,13,2,6.1,1288
3046,58,12,9,ES,60632,277,237,47,3,259,8,4,2,0,0,Level 2+,3,24,9,13,2,14,2,8.3,1288
3047,58,12,9,ES,60632,277,237,47,3,259,8,4,2,0,0,Level 2+,3,35,12,20,3,28,1,2.9,1288
3048,58,12,9,ES,60632,277,237,47,3,259,8,4,2,0,0,Level 2+,3,18,7,9,2,14,2,11.1,1288
3049,58,12,9,ES,60632,277,237,47,3,259,8,4,2,0,0,Level 2+,3,31,4,15,12,12,1,3.2,1288
3050,58,12,9,ES,60632,277,237,47,3,259,8,4,2,0,0,Level 2+,3,13,2,4,7,8,1,7.7,1288
3051,58,12,9,ES,60632,277,237,47,3,259,8,4,2,0,0,Level 2+,3,17,0,13,4,16,0,0.0,1288
3052,49,34,22,ES,60628,202,144,23,201,1,0,0,0,0,0,Level 1+,5,20,11,9,0,13,1,5.0,128
3053,49,34,22,ES,60628,202,144,23,201,1,0,0,0,0,0,Level 1+,5,23,11,11,1,20,2,8.7,128
3054,49,34,22,ES,60628,202,144,23,201,1,0,0,0,0,0,Level 1+,5,40,17,23,0,26,4,10.0,128
3055,49,34,22,ES,60628,202,144,23,201,1,0,0,0,0,0,Level 1+,5,22,16,3,3,7,0,0.0,128
3056,49,34,22,ES,60628,202,144,23,201,1,0,0,0,0,0,Level 1+,5,44,24,20,0,6,1,2.3,128
3057,49,34,22,ES,60628,202,144,23,201,1,0,0,0,0,0,Level 1+,5,28,9,12,7,12,2,7.1,128
3058,49,34,22,ES,60628,202,144,23,201,1,0,0,0,0,0,Level 1+,5,35,12,18,5,36,1,2.9,128
3059,49,34,22,ES,60628,202,144,23,201,1,0,0,0,0,0,Level 1+,5,25,16,8,1,10,1,4.0,128
3060,16,33,17,ES,60618,889,538,133,19,635,170,38,4,0,2,Level 1+,3,102,37,56,9,66,5,4.9,1288
3061,16,33,17,ES,60618,889,538,133,19,635,170,38,4,0,2,Level 1+,3,170,100,64,6,46,1,0.6,1288
3062,16,33,17,ES,60618,889,538,133,19,635,170,38,4,0,2,Level 1+,3,51,18,27,6,30,2,3.9,1288
3063,16,33,17,ES,60618,889,538,133,19,635,170,38,4,0,2,Level 1+,3,92,55,30,7,37,2,2.2,1288
3064,16,33,17,ES,60618,889,538,133,19,635,170,38,4,0,2,Level 1+,3,102,55,38,9,40,0,0.0,1288
3065,16,33,17,ES,60618,889,538,133,19,635,170,38,4,0,2,Level 1+,3,60,24,33,3,22,0,0.0,1288
3066,16,33,17,ES,60618,889,538,133,19,635,170,38,4,0,2,Level 1+,3,47,12,30,5,25,0,0.0,1288
3067,16,33,17,ES,60618,889,538,133,19,635,170,38,4,0,2,Level 1+,3,7,3,2,2,0,0,0.0,1288
3068,16,33,17,ES,60618,889,538,133,19,635,170,38,4,0,2,Level 1+,3,27,3,18,6,21,1,3.7,1288
3069,21,35,17,ES,60618,559,453,80,12,524,13,7,0,0,0,Level 1,3,80,30,47,3,62,3,3.8,1288
3070,21,35,17,ES,60618,559,453,80,12,524,13,7,0,0,0,Level 1,3,260,160,86,14,37,10,3.8,1288
3071,21,35,17,ES,60618,559,453,80,12,524,13,7,0,0,0,Level 1,3,223,120,93,10,78,13,5.8,1288
3072,21,35,17,ES,60618,559,453,80,12,524,13,7,0,0,0,Level 1,3,153,79,53,21,62,11,7.2,1288
3073,21,35,17,ES,60618,559,453,80,12,524,13,7,0,0,0,Level 1,3,127,67,48,12,40,9,7.1,1288
3074,21,35,17,ES,60618,559,453,80,12,524,13,7,0,0,0,Level 1,3,45,7,25,13,14,3,6.7,1288
3075,21,35,17,ES,60618,559,453,80,12,524,13,7,0,0,0,Level 1,3,69,26,40,3,37,2,2.9,1288
3076,21,35,17,ES,60618,559,453,80,12,524,13,7,0,0,0,Level 1,3,5,2,3,0,0,0,0.0,1288
3077,21,35,17,ES,60618,559,453,80,12,524,13,7,0,0,0,Level 1,3,39,12,24,3,19,5,12.8,1288
3078,31,25,12,ES,60608,281,189,33,1,277,2,1,0,0,0,Level 1+,4,61,2,41,18,61,6,9.8,356
3079,31,25,12,ES,60608,281,189,33,1,277,2,1,0,0,0,Level 1+,4,106,25,78,3,67,1,0.9,356
3080,31,25,12,ES,60608,281,189,33,1,277,2,1,0,0,0,Level 1+,4,99,58,31,10,24,2,2.0,356
3081,31,25,12,ES,60608,281,189,33,1,277,2,1,0,0,0,Level 1+,4,130,76,47,7,24,2,1.5,356
3082,31,25,12,ES,60608,281,189,33,1,277,2,1,0,0,0,Level 1+,4,152,83,62,7,52,3,2.0,356
3083,31,25,12,ES,60608,281,189,33,1,277,2,1,0,0,0,Level 1+,4,37,23,13,1,7,0,0.0,356
3084,31,25,12,ES,60608,281,189,33,1,277,2,1,0,0,0,Level 1+,4,18,0,15,3,7,1,5.6,356
3085,31,25,12,ES,60608,281,189,33,1,277,2,1,0,0,0,Level 1+,4,4,0,4,0,0,0,0.0,356
3086,5,1,19,HS,60618,346,245,121,60,227,46,4,4,0,1,Level 1,3,81,41,24,16,60,1,1.2,1288
3087,5,1,19,HS,60618,346,245,121,60,227,46,4,4,0,1,Level 1,3,34,2,23,9,36,0,0.0,1288
3088,5,1,19,HS,60618,346,245,121,60,227,46,4,4,0,1,Level 1,3,99,2,79,18,95,2,2.0,1288
3089,5,1,19,HS,60618,346,245,121,60,227,46,4,4,0,1,Level 1,3,29,6,20,3,20,1,3.4,1288
3090,5,1,19,HS,60618,346,245,121,60,227,46,4,4,0,1,Level 1,3,294,242,51,1,72,0,0.0,1288
3091,5,1,19,HS,60618,346,245,121,60,227,46,4,4,0,1,Level 1,3,134,54,46,34,70,1,0.7,1288
3092,5,1,19,HS,60618,346,245,121,60,227,46,4,4,0,1,Level 1,3,81,21,40,20,79,2,2.5,1288
3093,5,1,19,HS,60618,346,245,121,60,227,46,4,4,0,1,Level 1,3,6,4,0,2,0,0,0.0,1288
3094,5,1,19,HS,60618,346,245,121,60,227,46,4,4,0,1,Level 1,3,213,99,80,34,101,0,0.0,1288
3095,22,26,14,ES,60647,503,362,98,39,404,45,6,2,0,1,Level 1,3,41,8,31,2,35,2,4.9,1288
3096,22,26,14,ES,60647,503,362,98,39,404,45,6,2,0,1,Level 1,3,65,30,31,4,41,0,0.0,1288
3097,22,26,14,ES,60647,503,362,98,39,404,45,6,2,0,1,Level 1,3,35,14,21,0,24,0,0.0,1288
3098,22,26,14,ES,60647,503,362,98,39,404,45,6,2,0,1,Level 1,3,21,7,11,3,14,0,0.0,1288
3099,22,26,14,ES,60647,503,362,98,39,404,45,6,2,0,1,Level 1,3,76,37,36,3,59,3,3.9,1288
3100,22,26,14,ES,60647,503,362,98,39,404,45,6,2,0,1,Level 1,3,612,559,48,5,6,2,0.3,1288
3101,22,26,14,ES,60647,503,362,98,39,404,45,6,2,0,1,Level 1,3,104,60,43,1,12,0,0.0,1288
3102,22,26,14,ES,60647,503,362,98,39,404,45,6,2,0,1,Level 1,3,19,16,3,0,0,0,0.0,1288
3103,22,26,14,ES,60647,503,362,98,39,404,45,6,2,0,1,Level 1,3,100,34,61,5,30,2,2.0,1288
3104,49,6,5,HS,60628,258,223,64,252,4,0,0,0,0,0,Level 2,1,1587,687,792,108,1479,38,2.4,289
3105,49,6,5,HS,60628,258,223,64,252,4,0,0,0,0,0,Level 2,1,358,161,130,67,333,17,4.7,289
3106,49,6,5,HS,60628,258,223,64,252,4,0,0,0,0,0,Level 2,1,952,535,329,88,890,51,5.4,289
3107,49,6,5,HS,60628,258,223,64,252,4,0,0,0,0,0,Level 2,1,604,462,120,22,404,42,7.0,289
3108,49,6,5,HS,60628,258,223,64,252,4,0,0,0,0,0,Level 2,1,657,461,158,38,235,42,6.4,289
3109,49,6,5,HS,60628,258,223,64,252,4,0,0,0,0,0,Level 2,1,341,195,98,48,136,17,5.0,289
3110,49,6,5,HS,60628,258,223,64,252,4,0,0,0,0,0,Level 2,1,92,19,58,15,57,16,17.4,289
3111,49,6,5,HS,60628,258,223,64,252,4,0,0,0,0,0,Level 2,1,6,1,5,0,0,0,0.0,289
3112,49,6,5,HS,60628,258,223,64,252,4,0,0,0,0,0,Level 2,1,99,22,70,7,64,5,5.1,289
3113,12,41,16,ES,60646,455,58,59,5,89,257,55,0,0,0,Level 1+,4,8,3,5,0,5,0,0.0,356
3114,12,41,16,ES,60646,455,58,59,5,89,257,55,0,0,0,Level 1+,4,14,7,7,0,11,0,0.0,356
3115,12,41,16,ES,60646,455,58,59,5,89,257,55,0,0,0,Level 1+,4,40,22,18,0,18,0,0.0,356
3116,12,41,16,ES,60646,455,58,59,5,89,257,55,0,0,0,Level 1+,4,21,14,7,0,1,0,0.0,356
3117,12,41,16,ES,60646,455,58,59,5,89,257,55,0,0,0,Level 1+,4,20,14,6,0,5,0,0.0,356
3118,12,41,16,ES,60646,455,58,59,5,89,257,55,0,0,0,Level 1+,4,35,16,17,2,13,0,0.0,356
3119,12,41,16,ES,60646,455,58,59,5,89,257,55,0,0,0,Level 1+,4,12,6,6,0,3,0,0.0,356
3120,12,41,16,ES,60646,455,58,59,5,89,257,55,0,0,0,Level 1+,4,1,0,1,0,0,1,100.0,356
3121,12,41,16,ES,60646,455,58,59,5,89,257,55,0,0,0,Level 1+,4,60,33,25,2,12,0,0.0,356
3122,44,6,6,ES,60619,308,228,56,302,5,0,0,0,0,0,Level 2+,3,41,11,22,8,39,1,2.4,1288
3123,44,6,6,ES,60619,308,228,56,302,5,0,0,0,0,0,Level 2+,3,90,56,33,1,42,0,0.0,1288
3124,44,6,6,ES,60619,308,228,56,302,5,0,0,0,0,0,Level 2+,3,34,20,14,0,34,1,2.9,1288
3125,44,6,6,ES,60619,308,228,56,302,5,0,0,0,0,0,Level 2+,3,46,26,19,1,37,0,0.0,1288
3126,44,6,6,ES,60619,308,228,56,302,5,0,0,0,0,0,Level 2+,3,80,62,17,1,28,0,0.0,1288
3127,44,6,6,ES,60619,308,228,56,302,5,0,0,0,0,0,Level 2+,3,113,69,44,0,44,0,0.0,1288
3128,44,6,6,ES,60619,308,228,56,302,5,0,0,0,0,0,Level 2+,3,4,0,3,1,1,0,0.0,1288
3129,44,6,6,ES,60619,308,228,56,302,5,0,0,0,0,0,Level 2+,3,44,19,24,1,9,0,0.0,1288
3130,56,23,8,ES,60638,614,311,115,19,425,162,0,2,0,1,Level 2+,3,37,15,22,0,22,0,0.0,1288
3131,56,23,8,ES,60638,614,311,115,19,425,162,0,2,0,1,Level 2+,3,34,18,15,1,17,1,2.9,1288
3132,56,23,8,ES,60638,614,311,115,19,425,162,0,2,0,1,Level 2+,3,19,14,5,0,10,0,0.0,1288
3133,56,23,8,ES,60638,614,311,115,19,425,162,0,2,0,1,Level 2+,3,19,13,4,2,11,1,5.3,1288
3134,56,23,8,ES,60638,614,311,115,19,425,162,0,2,0,1,Level 2+,3,52,37,15,0,15,1,1.9,1288
3135,56,23,8,ES,60638,614,311,115,19,425,162,0,2,0,1,Level 2+,3,266,175,84,7,37,0,0.0,1288
3136,56,23,8,ES,60638,614,311,115,19,425,162,0,2,0,1,Level 2+,3,10,2,8,0,6,1,10.0,1288
3137,56,23,8,ES,60638,614,311,115,19,425,162,0,2,0,1,Level 2+,3,9,2,6,1,3,0,0.0,1288
3138,63,14,8,MS,60632,856,773,102,14,829,6,1,2,0,0,Level 2+,2,79,9,68,2,76,1,1.3,1723
3139,63,14,8,MS,60632,856,773,102,14,829,6,1,2,0,0,Level 2+,2,15,1,10,4,13,2,13.3,1723
3140,63,14,8,MS,60632,856,773,102,14,829,6,1,2,0,0,Level 2+,2,79,24,45,10,50,0,0.0,1723
3141,63,14,8,MS,60632,856,773,102,14,829,6,1,2,0,0,Level 2+,2,436,292,127,17,124,2,0.5,1723
3142,63,14,8,MS,60632,856,773,102,14,829,6,1,2,0,0,Level 2+,2,187,91,69,27,174,8,4.3,1723
3143,63,14,8,MS,60632,856,773,102,14,829,6,1,2,0,0,Level 2+,2,118,58,45,15,110,5,4.2,1723
3144,63,14,8,MS,60632,856,773,102,14,829,6,1,2,0,0,Level 2+,2,61,20,28,13,67,5,8.2,1723
3145,63,14,8,MS,60632,856,773,102,14,829,6,1,2,0,0,Level 2+,2,6,5,1,0,0,0,0.0,1723
3146,63,14,8,MS,60632,856,773,102,14,829,6,1,2,0,0,Level 2+,2,148,8,120,20,123,0,0.0,1723
3147,61,20,9,ES,60609,453,376,76,7,441,5,0,0,0,0,Level 2,2,254,128,119,7,66,1,0.4,1723
3148,61,20,9,ES,60609,453,376,76,7,441,5,0,0,0,0,Level 2,2,38,27,8,3,8,2,5.3,1723
3149,61,20,9,ES,60609,453,376,76,7,441,5,0,0,0,0,Level 2,2,22,14,5,3,9,0,0.0,1723
3150,61,20,9,ES,60609,453,376,76,7,441,5,0,0,0,0,Level 2,2,30,20,8,2,23,0,0.0,1723
3151,61,20,9,ES,60609,453,376,76,7,441,5,0,0,0,0,Level 2,2,34,8,23,3,14,1,2.9,1723
3152,61,20,9,ES,60609,453,376,76,7,441,5,0,0,0,0,Level 2,2,15,10,2,3,5,0,0.0,1723
3153,61,20,9,ES,60609,453,376,76,7,441,5,0,0,0,0,Level 2,2,6,1,4,1,2,1,16.7,1723
3154,61,20,9,ES,60609,453,376,76,7,441,5,0,0,0,0,Level 2,2,51,22,21,8,10,2,3.9,1723
3155,15,38,16,ES,60634,716,504,172,29,543,106,23,5,0,1,Level 1,3,44,3,35,6,49,4,9.1,1288
3156,15,38,16,ES,60634,716,504,172,29,543,106,23,5,0,1,Level 1,3,29,13,16,0,17,0,0.0,1288
3157,15,38,16,ES,60634,716,504,172,29,543,106,23,5,0,1,Level 1,3,30,16,13,1,18,1,3.3,1288
3158,15,38,16,ES,60634,716,504,172,29,543,106,23,5,0,1,Level 1,3,41,25,13,3,19,1,2.4,1288
3159,15,38,16,ES,60634,716,504,172,29,543,106,23,5,0,1,Level 1,3,92,62,29,1,2,0,0.0,1288
3160,15,38,16,ES,60634,716,504,172,29,543,106,23,5,0,1,Level 1,3,21,9,10,2,12,1,4.8,1288
3161,15,38,16,ES,60634,716,504,172,29,543,106,23,5,0,1,Level 1,3,6,3,3,0,2,0,0.0,1288
3162,15,38,16,ES,60634,716,504,172,29,543,106,23,5,0,1,Level 1,3,1,0,1,0,0,0,0.0,1288
3163,15,38,16,ES,60634,716,504,172,29,543,106,23,5,0,1,Level 1,3,4,0,3,1,0,0,0.0,1288
3164,49,21,6,ES,60620,198,150,30,193,4,0,0,0,0,0,Level 1+,3,86,0,81,5,86,2,2.3,1288
3165,49,21,6,ES,60620,198,150,30,193,4,0,0,0,0,0,Level 1+,3,77,9,64,4,39,1,1.3,1288
3166,49,21,6,ES,60620,198,150,30,193,4,0,0,0,0,0,Level 1+,3,55,12,41,2,30,0,0.0,1288
3167,49,21,6,ES,60620,198,150,30,193,4,0,0,0,0,0,Level 1+,3,36,4,30,2,17,0,0.0,1288
3168,49,21,6,ES,60620,198,150,30,193,4,0,0,0,0,0,Level 1+,3,65,17,48,0,21,0,0.0,1288
3169,49,21,6,ES,60620,198,150,30,193,4,0,0,0,0,0,Level 1+,3,37,10,27,0,11,0,0.0,1288
3170,49,21,6,ES,60620,198,150,30,193,4,0,0,0,0,0,Level 1+,3,17,0,5,12,16,0,0.0,1288
3171,49,21,6,ES,60620,198,150,30,193,4,0,0,0,0,0,Level 1+,3,9,4,2,3,5,0,0.0,1288
3172,49,9,5,HS,60628,974,626,71,768,180,10,2,1,0,2,Level 1+,2,151,99,36,16,39,4,2.6,1723
3173,49,9,5,HS,60628,974,626,71,768,180,10,2,1,0,2,Level 1+,2,363,268,81,14,49,0,0.0,1723
3174,49,9,5,HS,60628,974,626,71,768,180,10,2,1,0,2,Level 1+,2,418,225,159,34,130,3,0.7,1723
3175,49,9,5,HS,60628,974,626,71,768,180,10,2,1,0,2,Level 1+,2,248,173,53,22,75,0,0.0,1723
3176,49,9,5,HS,60628,974,626,71,768,180,10,2,1,0,2,Level 1+,2,105,29,67,9,86,0,0.0,1723
3177,49,9,5,HS,60628,974,626,71,768,180,10,2,1,0,2,Level 1+,2,110,57,39,14,85,1,0.9,1723
3178,49,9,5,HS,60628,974,626,71,768,180,10,2,1,0,2,Level 1+,2,117,49,57,11,42,1,0.9,1723
3179,49,9,5,HS,60628,974,626,71,768,180,10,2,1,0,2,Level 1+,2,7,2,5,0,0,0,0.0,1723
3180,49,9,5,HS,60628,974,626,71,768,180,10,2,1,0,2,Level 1+,2,71,37,22,12,24,11,15.5,1723
3181,64,23,8,ES,60638,720,338,153,19,536,149,8,0,0,3,Level 1+,3,86,51,29,6,26,0,0.0,1288
3182,64,23,8,ES,60638,720,338,153,19,536,149,8,0,0,3,Level 1+,3,82,43,39,0,26,0,0.0,1288
3183,64,23,8,ES,60638,720,338,153,19,536,149,8,0,0,3,Level 1+,3,98,70,25,3,28,0,0.0,1288
3184,64,23,8,ES,60638,720,338,153,19,536,149,8,0,0,3,Level 1+,3,62,26,33,3,32,1,1.6,1288
3185,64,23,8,ES,60638,720,338,153,19,536,149,8,0,0,3,Level 1+,3,54,30,22,2,18,0,0.0,1288
3186,64,23,8,ES,60638,720,338,153,19,536,149,8,0,0,3,Level 1+,3,44,20,19,5,7,0,0.0,1288
3187,64,23,8,ES,60638,720,338,153,19,536,149,8,0,0,3,Level 1+,3,17,8,7,2,11,7,41.2,1288
3188,64,23,8,ES,60638,720,338,153,19,536,149,8,0,0,3,Level 1+,3,1,0,1,0,0,0,0.0,1288
3189,64,23,8,ES,60638,720,338,153,19,536,149,8,0,0,3,Level 1+,3,81,42,38,1,21,1,1.2,1288
3190,67,15,7,ES,60636,323,273,36,247,70,5,0,1,0,0,Level 2+,2,7,0,4,3,7,1,14.3,1723
3191,67,15,7,ES,60636,323,273,36,247,70,5,0,1,0,0,Level 2+,2,3,0,2,1,3,2,66.7,1723
3192,67,15,7,ES,60636,323,273,36,247,70,5,0,1,0,0,Level 2+,2,2,0,0,2,2,2,100.0,1723
3193,67,15,7,ES,60636,323,273,36,247,70,5,0,1,0,0,Level 2+,2,1,0,1,0,1,0,0.0,1723
3194,67,15,7,ES,60636,323,273,36,247,70,5,0,1,0,0,Level 2+,2,2,1,0,1,2,2,100.0,1723
3195,61,20,9,ES,60609,452,390,67,8,436,4,0,3,0,0,Level 2+,2,48,5,31,12,48,0,0.0,1723
3196,61,20,9,ES,60609,452,390,67,8,436,4,0,3,0,0,Level 2+,2,30,16,13,1,12,1,3.3,1723
3197,61,20,9,ES,60609,452,390,67,8,436,4,0,3,0,0,Level 2+,2,25,8,9,8,13,4,16.0,1723
3198,61,20,9,ES,60609,452,390,67,8,436,4,0,3,0,0,Level 2+,2,29,17,10,2,9,5,17.2,1723
3199,61,20,9,ES,60609,452,390,67,8,436,4,0,3,0,0,Level 2+,2,39,16,22,1,18,3,7.7,1723
3200,61,20,9,ES,60609,452,390,67,8,436,4,0,3,0,0,Level 2+,2,34,20,14,0,6,0,0.0,1723
3201,8,42,18,ES,60610,864,374,94,409,110,211,69,2,0,0,Level 1,3,53,33,19,1,13,0,0.0,1288
3202,8,42,18,ES,60610,864,374,94,409,110,211,69,2,0,0,Level 1,3,5,2,3,0,0,0,0.0,1288
3203,8,42,18,ES,60610,864,374,94,409,110,211,69,2,0,0,Level 1,3,8,1,7,0,4,0,0.0,1288
3204,8,42,18,ES,60610,864,374,94,409,110,211,69,2,0,0,Level 1,3,17,11,6,0,3,0,0.0,1288
3205,8,42,18,ES,60610,864,374,94,409,110,211,69,2,0,0,Level 1,3,63,24,39,0,8,1,1.6,1288
3206,8,42,18,ES,60610,864,374,94,409,110,211,69,2,0,0,Level 1,3,614,235,317,62,191,6,1.0,1288
3207,8,42,18,ES,60610,864,374,94,409,110,211,69,2,0,0,Level 1,3,376,106,248,22,196,7,1.9,1288
3208,8,42,18,ES,60610,864,374,94,409,110,211,69,2,0,0,Level 1,3,69,40,28,1,0,0,0.0,1288
3209,8,42,18,ES,60610,864,374,94,409,110,211,69,2,0,0,Level 1,3,746,262,460,24,87,0,0.0,1288
3210,17,38,16,HS,60634,552,437,108,29,419,83,13,2,0,1,Level 1,3,78,11,65,2,77,0,0.0,1288
3211,17,38,16,HS,60634,552,437,108,29,419,83,13,2,0,1,Level 1,3,204,69,119,16,206,0,0.0,1288
3212,17,38,16,HS,60634,552,437,108,29,419,83,13,2,0,1,Level 1,3,2015,1132,868,15,756,2,0.1,1288
3213,17,38,16,HS,60634,552,437,108,29,419,83,13,2,0,1,Level 1,3,161,73,67,21,86,2,1.2,1288
3214,17,38,16,HS,60634,552,437,108,29,419,83,13,2,0,1,Level 1,3,1443,1163,264,16,269,3,0.2,1288
3215,17,38,16,HS,60634,552,437,108,29,419,83,13,2,0,1,Level 1,3,1211,511,664,36,755,0,0.0,1288
3216,17,38,16,HS,60634,552,437,108,29,419,83,13,2,0,1,Level 1,3,188,149,37,2,42,0,0.0,1288
3217,17,38,16,HS,60634,552,437,108,29,419,83,13,2,0,1,Level 1,3,32,21,10,1,0,0,0.0,1288
3218,17,38,16,HS,60634,552,437,108,29,419,83,13,2,0,1,Level 1,3,104,32,69,3,14,0,0.0,1288
3219,26,28,11,ES,60624,235,190,40,226,8,1,0,0,0,0,Level 2,2,74,41,26,7,60,10,13.5,1723
3220,26,28,11,ES,60624,235,190,40,226,8,1,0,0,0,0,Level 2,2,10,4,5,1,10,3,30.0,1723
3221,26,28,11,ES,60624,235,190,40,226,8,1,0,0,0,0,Level 2,2,17,5,6,6,14,6,35.3,1723
3222,26,28,11,ES,60624,235,190,40,226,8,1,0,0,0,0,Level 2,2,16,4,3,9,12,5,31.3,1723
3223,26,28,11,ES,60624,235,190,40,226,8,1,0,0,0,0,Level 2,2,15,6,7,2,7,5,33.3,1723
3224,26,28,11,ES,60624,235,190,40,226,8,1,0,0,0,0,Level 2,2,19,4,5,10,15,3,15.8,1723
3225,26,28,11,ES,60624,235,190,40,226,8,1,0,0,0,0,Level 2,2,10,1,3,6,6,2,20.0,1723
3226,26,28,11,ES,60624,235,190,40,226,8,1,0,0,0,0,Level 2,2,1,0,0,1,0,0,0.0,1723
3227,26,28,11,ES,60624,235,190,40,226,8,1,0,0,0,0,Level 2,2,8,0,3,5,2,6,75.0,1723
3228,35,4,2,ES,60616,438,309,61,414,14,4,2,0,0,0,Level 2+,2,87,0,83,4,86,1,1.1,1723
3229,35,4,2,ES,60616,438,309,61,414,14,4,2,0,0,0,Level 2+,2,50,1,45,4,33,0,0.0,1723
3230,35,4,2,ES,60616,438,309,61,414,14,4,2,0,0,0,Level 2+,2,35,1,26,8,22,0,0.0,1723
3231,35,4,2,ES,60616,438,309,61,414,14,4,2,0,0,0,Level 2+,2,68,3,49,16,34,2,2.9,1723
3232,35,4,2,ES,60616,438,309,61,414,14,4,2,0,0,0,Level 2+,2,26,0,20,6,12,0,0.0,1723
3233,35,4,2,ES,60616,438,309,61,414,14,4,2,0,0,0,Level 2+,2,21,3,11,7,16,0,0.0,1723
3234,35,4,2,ES,60616,438,309,61,414,14,4,2,0,0,0,Level 2+,2,4,0,4,0,2,1,25.0,1723
3235,35,4,2,ES,60616,438,309,61,414,14,4,2,0,0,0,Level 2+,2,1,0,1,0,0,0,0.0,1723
3236,35,4,2,ES,60616,438,309,61,414,14,4,2,0,0,0,Level 2+,2,13,2,11,0,6,2,15.4,1723
3237,76,41,16,ES,60656,1039,648,107,31,139,683,173,3,0,1,Level 1+,3,48,11,36,1,46,0,0.0,1288
3238,76,41,16,ES,60656,1039,648,107,31,139,683,173,3,0,1,Level 1+,3,23,13,9,1,9,0,0.0,1288
3239,76,41,16,ES,60656,1039,648,107,31,139,683,173,3,0,1,Level 1+,3,32,20,12,0,11,1,3.1,1288
3240,76,41,16,ES,60656,1039,648,107,31,139,683,173,3,0,1,Level 1+,3,24,17,6,1,8,0,0.0,1288
3241,76,41,16,ES,60656,1039,648,107,31,139,683,173,3,0,1,Level 1+,3,21,17,4,0,10,0,0.0,1288
3242,76,41,16,ES,60656,1039,648,107,31,139,683,173,3,0,1,Level 1+,3,70,39,29,2,21,4,5.7,1288
3243,76,41,16,ES,60656,1039,648,107,31,139,683,173,3,0,1,Level 1+,3,19,8,10,1,5,0,0.0,1288
3244,76,41,16,ES,60656,1039,648,107,31,139,683,173,3,0,1,Level 1+,3,1,1,0,0,0,0,0.0,1288
3245,76,41,16,ES,60656,1039,648,107,31,139,683,173,3,0,1,Level 1+,3,22,20,2,0,1,0,0.0,1288
3246,10,41,16,ES,60656,739,239,82,8,268,370,57,3,0,12,Level 1+,3,80,45,32,3,39,3,3.8,1288
3247,10,41,16,ES,60656,739,239,82,8,268,370,57,3,0,12,Level 1+,3,66,47,18,1,16,1,1.5,1288
3248,10,41,16,ES,60656,739,239,82,8,268,370,57,3,0,12,Level 1+,3,91,42,49,0,29,0,0.0,1288
3249,10,41,16,ES,60656,739,239,82,8,268,370,57,3,0,12,Level 1+,3,76,44,32,0,22,0,0.0,1288
3250,10,41,16,ES,60656,739,239,82,8,268,370,57,3,0,12,Level 1+,3,109,47,61,1,25,2,1.8,1288
