,Community Area Number,Ward,Police District,Primary_Category,Zip,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Asian_Pacific_Islander,Student_Count_Hawaiian_Pacific_Islander,Overall_Rating,School_Survey_Safety,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),# of Police Notifications,% of Misconducts Resulting in a Police Notification,count_of_scores
531,25,29,15,ES,60644,464,380,99,436,21,2,0,0,0,0,Level 2+,2,83,49,30,4,6,2,2.4,1723
532,25,29,15,ES,60644,464,380,99,436,21,2,0,0,0,0,Level 2+,2,64,29,33,2,7,1,1.6,1723
533,25,29,15,ES,60644,464,380,99,436,21,2,0,0,0,0,Level 2+,2,129,76,49,4,12,0,0.0,1723
534,25,29,15,ES,60644,464,380,99,436,21,2,0,0,0,0,Level 2+,2,42,15,26,1,9,2,4.8,1723
535,25,29,15,ES,60644,464,380,99,436,21,2,0,0,0,0,Level 2+,2,4,2,2,0,0,0,0.0,1723
536,25,29,15,ES,60644,464,380,99,436,21,2,0,0,0,0,Level 2+,2,192,66,108,18,41,0,0.0,1723
537,49,9,5,ES,60628,164,130,23,158,2,1,0,0,0,0,Level 1,3,92,43,48,1,72,2,2.2,1288
538,49,9,5,ES,60628,164,130,23,158,2,1,0,0,0,0,Level 1,3,93,44,48,1,30,1,1.1,1288
539,49,9,5,ES,60628,164,130,23,158,2,1,0,0,0,0,Level 1,3,70,24,41,5,25,2,2.9,1288
540,49,9,5,ES,60628,164,130,23,158,2,1,0,0,0,0,Level 1,3,92,35,56,1,19,0,0.0,1288
541,49,9,5,ES,60628,164,130,23,158,2,1,0,0,0,0,Level 1,3,38,15,23,0,14,1,2.6,1288
542,49,9,5,ES,60628,164,130,23,158,2,1,0,0,0,0,Level 1,3,196,146,50,0,14,0,0.0,1288
543,49,9,5,ES,60628,164,130,23,158,2,1,0,0,0,0,Level 1,3,53,31,20,2,7,0,0.0,1288
544,49,9,5,ES,60628,164,130,23,158,2,1,0,0,0,0,Level 1,3,21,18,3,0,0,0,0.0,1288
545,49,9,5,ES,60628,164,130,23,158,2,1,0,0,0,0,Level 1,3,72,62,10,0,3,0,0.0,1288
546,56,23,8,ES,60638,664,328,153,28,520,105,3,1,0,0,Level 1+,4,16,9,7,0,6,0,0.0,356
547,56,23,8,ES,60638,664,328,153,28,520,105,3,1,0,0,Level 1+,4,10,3,6,1,0,0,0.0,356
548,56,23,8,ES,60638,664,328,153,28,520,105,3,1,0,0,Level 1+,4,11,4,7,0,0,0,0.0,356
549,56,23,8,ES,60638,664,328,153,28,520,105,3,1,0,0,Level 1+,4,21,10,10,1,3,0,0.0,356
550,56,23,8,ES,60638,664,328,153,28,520,105,3,1,0,0,Level 1+,4,23,6,12,5,5,0,0.0,356
551,56,23,8,ES,60638,664,328,153,28,520,105,3,1,0,0,Level 1+,4,76,69,5,2,7,1,1.3,356
552,56,23,8,ES,60638,664,328,153,28,520,105,3,1,0,0,Level 1+,4,19,8,6,5,9,2,10.5,356
553,56,23,8,ES,60638,664,328,153,28,520,105,3,1,0,0,Level 1+,4,6,2,3,1,0,0,0.0,356
554,56,23,8,ES,60638,664,328,153,28,520,105,3,1,0,0,Level 1+,4,60,32,23,5,9,0,0.0,356
555,49,34,5,ES,60628,461,322,125,428,27,1,0,0,0,1,Level 2,2,298,105,165,28,81,5,1.7,1723
556,49,34,5,ES,60628,461,322,125,428,27,1,0,0,0,1,Level 2,2,256,142,101,13,35,6,2.3,1723
557,49,34,5,ES,60628,461,322,125,428,27,1,0,0,0,1,Level 2,2,490,257,208,25,154,2,0.4,1723
558,49,34,5,ES,60628,461,322,125,428,27,1,0,0,0,1,Level 2,2,232,83,127,22,69,6,2.6,1723
559,49,34,5,ES,60628,461,322,125,428,27,1,0,0,0,1,Level 2,2,186,111,72,3,54,8,4.3,1723
560,49,34,5,ES,60628,461,322,125,428,27,1,0,0,0,1,Level 2,2,33,32,1,0,0,0,0.0,1723
561,49,34,5,ES,60628,461,322,125,428,27,1,0,0,0,1,Level 2,2,243,106,125,12,52,9,3.7,1723
562,49,34,5,ES,60628,461,322,125,428,27,1,0,0,0,1,Level 2,2,108,12,72,24,93,11,10.2,1723
563,49,34,5,ES,60628,461,322,125,428,27,1,0,0,0,1,Level 2,2,125,61,55,9,44,2,1.6,1723
564,59,11,9,MS,60609,201,171,29,9,178,6,5,1,0,0,Level 1,3,57,14,39,4,45,0,0.0,1288
565,59,11,9,MS,60609,201,171,29,9,178,6,5,1,0,0,Level 1,3,80,17,50,13,50,3,3.8,1288
566,59,11,9,MS,60609,201,171,29,9,178,6,5,1,0,0,Level 1,3,71,14,53,4,44,4,5.6,1288
567,59,11,9,MS,60609,201,171,29,9,178,6,5,1,0,0,Level 1,3,43,7,31,5,27,0,0.0,1288
568,59,11,9,MS,60609,201,171,29,9,178,6,5,1,0,0,Level 1,3,49,5,30,14,23,0,0.0,1288
569,59,11,9,MS,60609,201,171,29,9,178,6,5,1,0,0,Level 1,3,45,15,23,7,15,1,2.2,1288
570,59,11,9,MS,60609,201,171,29,9,178,6,5,1,0,0,Level 1,3,25,10,13,2,7,5,20.0,1288
571,59,11,9,MS,60609,201,171,29,9,178,6,5,1,0,0,Level 1,3,31,7,22,2,2,0,0.0,1288
572,42,5,3,HS,60637,721,656,131,709,5,0,0,0,0,0,Level 2,2,3185,1101,1695,389,2679,38,1.2,1723
573,42,5,3,HS,60637,721,656,131,709,5,0,0,0,0,0,Level 2,2,1190,267,682,241,439,18,1.5,1723
574,42,5,3,HS,60637,721,656,131,709,5,0,0,0,0,0,Level 2,2,2617,1944,507,166,2520,13,0.5,1723
575,42,5,3,HS,60637,721,656,131,709,5,0,0,0,0,0,Level 2,2,934,735,186,13,919,28,3.0,1723
576,42,5,3,HS,60637,721,656,131,709,5,0,0,0,0,0,Level 2,2,574,465,81,28,545,8,1.4,1723
577,42,5,3,HS,60637,721,656,131,709,5,0,0,0,0,0,Level 2,2,37,2,18,17,27,7,18.9,1723
578,42,5,3,HS,60637,721,656,131,709,5,0,0,0,0,0,Level 2,2,94,14,51,29,81,12,12.8,1723
579,42,5,3,HS,60637,721,656,131,709,5,0,0,0,0,0,Level 2,2,69,14,31,24,16,5,7.2,1723
580,27,28,11,HS,60624,186,158,56,180,3,0,0,0,0,0,Level 2,2,1481,568,843,70,894,53,3.6,1723
581,27,28,11,HS,60624,186,158,56,180,3,0,0,0,0,0,Level 2,2,2131,892,1160,79,1530,47,2.2,1723
582,27,28,11,HS,60624,186,158,56,180,3,0,0,0,0,0,Level 2,2,999,341,605,53,556,3,0.3,1723
583,27,28,11,HS,60624,186,158,56,180,3,0,0,0,0,0,Level 2,2,1122,518,533,71,643,18,1.6,1723
584,27,28,11,HS,60624,186,158,56,180,3,0,0,0,0,0,Level 2,2,607,167,386,54,366,21,3.5,1723
585,27,28,11,HS,60624,186,158,56,180,3,0,0,0,0,0,Level 2,2,705,275,347,83,453,26,3.7,1723
586,27,28,11,HS,60624,186,158,56,180,3,0,0,0,0,0,Level 2,2,312,49,235,28,300,17,5.4,1723
587,27,28,11,HS,60624,186,158,56,180,3,0,0,0,0,0,Level 2,2,17,17,0,0,0,1,5.9,1723
588,27,28,11,HS,60624,186,158,56,180,3,0,0,0,0,0,Level 2,2,509,82,283,144,420,27,5.3,1723
589,65,13,8,ES,60629,628,526,96,7,613,8,0,0,0,0,Level 1,4,175,116,48,11,36,2,1.1,356
590,65,13,8,ES,60629,628,526,96,7,613,8,0,0,0,0,Level 1,4,117,79,30,8,32,2,1.7,356
591,65,13,8,ES,60629,628,526,96,7,613,8,0,0,0,0,Level 1,4,191,113,68,10,51,0,0.0,356
592,65,13,8,ES,60629,628,526,96,7,613,8,0,0,0,0,Level 1,4,165,116,42,7,13,2,1.2,356
593,65,13,8,ES,60629,628,526,96,7,613,8,0,0,0,0,Level 1,4,208,153,54,1,13,1,0.5,356
594,65,13,8,ES,60629,628,526,96,7,613,8,0,0,0,0,Level 1,4,154,96,52,6,38,0,0.0,356
595,65,13,8,ES,60629,628,526,96,7,613,8,0,0,0,0,Level 1,4,56,40,14,2,3,2,3.6,356
596,65,13,8,ES,60629,628,526,96,7,613,8,0,0,0,0,Level 1,4,4,0,3,1,0,0,0.0,356
597,51,7,4,ES,60617,431,352,70,410,17,1,0,1,0,0,Level 2,2,35,3,22,10,22,2,5.7,1723
598,51,7,4,ES,60617,431,352,70,410,17,1,0,1,0,0,Level 2,2,84,17,61,6,24,3,3.6,1723
599,51,7,4,ES,60617,431,352,70,410,17,1,0,1,0,0,Level 2,2,380,87,289,4,131,5,1.3,1723
600,51,7,4,ES,60617,431,352,70,410,17,1,0,1,0,0,Level 2,2,96,16,77,3,9,0,0.0,1723
601,51,7,4,ES,60617,431,352,70,410,17,1,0,1,0,0,Level 2,2,300,59,221,20,73,13,4.3,1723
602,51,7,4,ES,60617,431,352,70,410,17,1,0,1,0,0,Level 2,2,118,26,81,11,64,1,0.8,1723
603,51,7,4,ES,60617,431,352,70,410,17,1,0,1,0,0,Level 2,2,39,15,19,5,16,2,5.1,1723
604,51,7,4,ES,60617,431,352,70,410,17,1,0,1,0,0,Level 2,2,1,1,0,0,0,0,0.0,1723
605,51,7,4,ES,60617,431,352,70,410,17,1,0,1,0,0,Level 2,2,72,28,42,2,1,1,1.4,1723
606,31,25,12,ES,60608,288,247,57,12,267,9,0,0,0,0,Level 1+,3,92,10,78,4,92,6,6.5,1288
607,31,25,12,ES,60608,288,247,57,12,267,9,0,0,0,0,Level 1+,3,57,23,23,11,29,15,26.3,1288
608,31,25,12,ES,60608,288,247,57,12,267,9,0,0,0,0,Level 1+,3,14,3,10,1,4,1,7.1,1288
609,31,25,12,ES,60608,288,247,57,12,267,9,0,0,0,0,Level 1+,3,5,2,3,0,0,0,0.0,1288
610,31,25,12,ES,60608,288,247,57,12,267,9,0,0,0,0,Level 1+,3,9,2,7,0,2,0,0.0,1288
611,31,25,12,ES,60608,288,247,57,12,267,9,0,0,0,0,Level 1+,3,6,1,5,0,2,1,16.7,1288
612,31,25,12,ES,60608,288,247,57,12,267,9,0,0,0,0,Level 1+,3,3,1,1,1,1,0,0.0,1288
613,31,25,12,ES,60608,288,247,57,12,267,9,0,0,0,0,Level 1+,3,5,0,5,0,2,0,0.0,1288
614,69,6,3,ES,60619,464,356,60,457,7,0,0,0,0,0,Level 1+,2,19,4,8,7,13,1,5.3,1723
615,69,6,3,ES,60619,464,356,60,457,7,0,0,0,0,0,Level 1+,2,61,29,29,3,16,6,9.8,1723
616,69,6,3,ES,60619,464,356,60,457,7,0,0,0,0,0,Level 1+,2,32,8,12,12,19,5,15.6,1723
617,69,6,3,ES,60619,464,356,60,457,7,0,0,0,0,0,Level 1+,2,590,397,160,33,243,13,2.2,1723
618,69,6,3,ES,60619,464,356,60,457,7,0,0,0,0,0,Level 1+,2,118,71,42,5,37,3,2.5,1723
619,69,6,3,ES,60619,464,356,60,457,7,0,0,0,0,0,Level 1+,2,98,56,41,1,49,0,0.0,1723
620,69,6,3,ES,60619,464,356,60,457,7,0,0,0,0,0,Level 1+,2,35,7,21,7,17,0,0.0,1723
621,69,6,3,ES,60619,464,356,60,457,7,0,0,0,0,0,Level 1+,2,45,22,20,3,14,1,2.2,1723
622,27,28,11,ES,60612,250,221,26,245,4,0,0,0,0,0,Level 2+,2,596,389,200,7,143,18,3.0,1723
623,27,28,11,ES,60612,250,221,26,245,4,0,0,0,0,0,Level 2+,2,427,303,121,3,83,6,1.4,1723
624,27,28,11,ES,60612,250,221,26,245,4,0,0,0,0,0,Level 2+,2,217,146,68,3,50,12,5.5,1723
625,27,28,11,ES,60612,250,221,26,245,4,0,0,0,0,0,Level 2+,2,281,207,74,0,49,8,2.8,1723
626,27,28,11,ES,60612,250,221,26,245,4,0,0,0,0,0,Level 2+,2,376,321,55,0,65,10,2.7,1723
627,27,28,11,ES,60612,250,221,26,245,4,0,0,0,0,0,Level 2+,2,353,302,49,2,48,16,4.5,1723
628,27,28,11,ES,60612,250,221,26,245,4,0,0,0,0,0,Level 2+,2,31,4,26,1,2,5,16.1,1723
629,27,28,11,ES,60612,250,221,26,245,4,0,0,0,0,0,Level 2+,2,2,2,0,0,0,0,0.0,1723
630,27,28,11,ES,60612,250,221,26,245,4,0,0,0,0,0,Level 2+,2,11,0,6,5,1,5,45.5,1723
631,14,39,17,ES,60625,876,688,172,33,738,51,43,3,0,0,Level 1,2,302,193,98,11,53,0,0.0,1723
632,14,39,17,ES,60625,876,688,172,33,738,51,43,3,0,0,Level 1,2,306,208,93,5,31,0,0.0,1723
633,14,39,17,ES,60625,876,688,172,33,738,51,43,3,0,0,Level 1,2,248,157,90,1,55,0,0.0,1723
634,14,39,17,ES,60625,876,688,172,33,738,51,43,3,0,0,Level 1,2,172,123,49,0,38,1,0.6,1723
635,14,39,17,ES,60625,876,688,172,33,738,51,43,3,0,0,Level 1,2,117,74,42,1,29,0,0.0,1723
636,14,39,17,ES,60625,876,688,172,33,738,51,43,3,0,0,Level 1,2,123,82,33,8,22,0,0.0,1723
637,14,39,17,ES,60625,876,688,172,33,738,51,43,3,0,0,Level 1,2,58,41,15,2,13,10,17.2,1723
638,14,39,17,ES,60625,876,688,172,33,738,51,43,3,0,0,Level 1,2,16,1,15,0,0,0,0.0,1723
639,14,39,17,ES,60625,876,688,172,33,738,51,43,3,0,0,Level 1,2,79,8,61,10,56,0,0.0,1723
640,71,18,6,ES,60620,331,271,28,307,24,0,0,0,0,0,Level 1,2,198,38,138,22,113,1,0.5,1723
641,71,18,6,ES,60620,331,271,28,307,24,0,0,0,0,0,Level 1,2,79,43,32,4,26,2,2.5,1723
642,71,18,6,ES,60620,331,271,28,307,24,0,0,0,0,0,Level 1,2,35,2,31,2,14,1,2.9,1723
643,71,18,6,ES,60620,331,271,28,307,24,0,0,0,0,0,Level 1,2,37,15,18,4,7,3,8.1,1723
644,71,18,6,ES,60620,331,271,28,307,24,0,0,0,0,0,Level 1,2,17,7,9,1,0,0,0.0,1723
645,71,18,6,ES,60620,331,271,28,307,24,0,0,0,0,0,Level 1,2,21,12,8,1,0,5,23.8,1723
646,71,18,6,ES,60620,331,271,28,307,24,0,0,0,0,0,Level 1,2,1,1,0,0,0,1,100.0,1723
647,71,18,6,ES,60620,331,271,28,307,24,0,0,0,0,0,Level 1,2,5,3,1,1,0,0,0.0,1723
648,71,18,6,ES,60620,331,271,28,307,24,0,0,0,0,0,Level 1,2,57,5,32,20,8,0,0.0,1723
649,2,50,24,ES,60659,554,301,40,136,68,133,184,3,0,1,Level 1+,3,41,9,30,2,25,1,2.4,1288
650,2,50,24,ES,60659,554,301,40,136,68,133,184,3,0,1,Level 1+,3,36,11,24,1,10,0,0.0,1288
651,2,50,24,ES,60659,554,301,40,136,68,133,184,3,0,1,Level 1+,3,65,14,49,2,5,2,3.1,1288
652,2,50,24,ES,60659,554,301,40,136,68,133,184,3,0,1,Level 1+,3,61,20,40,1,9,0,0.0,1288
653,2,50,24,ES,60659,554,301,40,136,68,133,184,3,0,1,Level 1+,3,88,37,50,1,18,0,0.0,1288
654,2,50,24,ES,60659,554,301,40,136,68,133,184,3,0,1,Level 1+,3,78,26,50,2,19,0,0.0,1288
655,2,50,24,ES,60659,554,301,40,136,68,133,184,3,0,1,Level 1+,3,52,22,29,1,5,0,0.0,1288
656,2,50,24,ES,60659,554,301,40,136,68,133,184,3,0,1,Level 1+,3,4,2,2,0,0,0,0.0,1288
657,2,50,24,ES,60659,554,301,40,136,68,133,184,3,0,1,Level 1+,3,77,43,33,1,7,0,0.0,1288
658,13,39,17,HS,60625,1646,1057,106,166,909,270,253,8,0,16,Level 1+,2,547,384,122,41,139,90,16.5,1723
659,13,39,17,HS,60625,1646,1057,106,166,909,270,253,8,0,16,Level 1+,2,166,87,49,30,100,53,31.9,1723
660,13,39,17,HS,60625,1646,1057,106,166,909,270,253,8,0,16,Level 1+,2,389,238,99,52,149,86,22.1,1723
661,13,39,17,HS,60625,1646,1057,106,166,909,270,253,8,0,16,Level 1+,2,499,356,109,34,102,13,2.6,1723
662,13,39,17,HS,60625,1646,1057,106,166,909,270,253,8,0,16,Level 1+,2,675,591,57,27,79,2,0.3,1723
663,13,39,17,HS,60625,1646,1057,106,166,909,270,253,8,0,16,Level 1+,2,684,548,63,73,123,2,0.3,1723
664,13,39,17,HS,60625,1646,1057,106,166,909,270,253,8,0,16,Level 1+,2,563,454,98,11,60,1,0.2,1723
665,13,39,17,HS,60625,1646,1057,106,166,909,270,253,8,0,16,Level 1+,2,14,5,6,3,0,0,0.0,1723
666,13,39,17,HS,60625,1646,1057,106,166,909,270,253,8,0,16,Level 1+,2,326,199,109,18,41,9,2.8,1723
667,63,16,8,ES,60629,791,658,67,22,762,2,1,2,0,0,Level 1+,2,521,449,63,9,31,9,1.7,1723
668,63,16,8,ES,60629,791,658,67,22,762,2,1,2,0,0,Level 1+,2,851,790,53,8,32,3,0.4,1723
669,63,16,8,ES,60629,791,658,67,22,762,2,1,2,0,0,Level 1+,2,199,167,32,0,28,0,0.0,1723
670,63,16,8,ES,60629,791,658,67,22,762,2,1,2,0,0,Level 1+,2,297,182,104,11,63,6,2.0,1723
671,63,16,8,ES,60629,791,658,67,22,762,2,1,2,0,0,Level 1+,2,524,247,229,48,98,0,0.0,1723
672,63,16,8,ES,60629,791,658,67,22,762,2,1,2,0,0,Level 1+,2,198,109,68,21,73,2,1.0,1723
673,63,16,8,ES,60629,791,658,67,22,762,2,1,2,0,0,Level 1+,2,26,3,22,1,27,0,0.0,1723
674,63,16,8,ES,60629,791,658,67,22,762,2,1,2,0,0,Level 1+,2,22,7,13,2,7,0,0.0,1723
675,72,19,22,ES,60643,282,91,43,244,8,28,1,0,0,0,Level 1+,3,4,1,3,0,4,0,0.0,1288
676,72,19,22,ES,60643,282,91,43,244,8,28,1,0,0,0,Level 1+,3,5,2,2,1,4,1,20.0,1288
677,72,19,22,ES,60643,282,91,43,244,8,28,1,0,0,0,Level 1+,3,5,0,5,0,4,0,0.0,1288
678,72,19,22,ES,60643,282,91,43,244,8,28,1,0,0,0,Level 1+,3,17,5,11,1,6,0,0.0,1288
679,72,19,22,ES,60643,282,91,43,244,8,28,1,0,0,0,Level 1+,3,13,5,8,0,6,0,0.0,1288
680,72,19,22,ES,60643,282,91,43,244,8,28,1,0,0,0,Level 1+,3,6,0,5,1,2,0,0.0,1288
681,72,19,22,ES,60643,282,91,43,244,8,28,1,0,0,0,Level 1+,3,5,1,3,1,1,0,0.0,1288
682,38,4,2,ES,60653,310,235,47,301,5,0,0,1,0,0,Level 2+,2,191,15,156,20,183,1,0.5,1723
683,38,4,2,ES,60653,310,235,47,301,5,0,0,1,0,0,Level 2+,2,297,89,181,27,89,13,4.4,1723
684,38,4,2,ES,60653,310,235,47,301,5,0,0,1,0,0,Level 2+,2,289,103,162,24,59,3,1.0,1723
685,38,4,2,ES,60653,310,235,47,301,5,0,0,1,0,0,Level 2+,2,26,1,19,6,21,1,3.8,1723
686,38,4,2,ES,60653,310,235,47,301,5,0,0,1,0,0,Level 2+,2,31,3,15,13,13,4,12.9,1723
687,38,4,2,ES,60653,310,235,47,301,5,0,0,1,0,0,Level 2+,2,45,22,20,3,5,1,2.2,1723
688,38,4,2,ES,60653,310,235,47,301,5,0,0,1,0,0,Level 2+,2,3,0,3,0,3,2,66.7,1723
689,38,4,2,ES,60653,310,235,47,301,5,0,0,1,0,0,Level 2+,2,40,15,25,0,11,0,0.0,1723
690,23,26,14,ES,60647,552,448,93,51,483,10,3,1,0,0,Level 2+,2,347,148,195,4,133,7,2.0,1723
691,23,26,14,ES,60647,552,448,93,51,483,10,3,1,0,0,Level 2+,2,233,42,186,5,100,1,0.4,1723
692,23,26,14,ES,60647,552,448,93,51,483,10,3,1,0,0,Level 2+,2,136,3,133,0,79,0,0.0,1723
693,23,26,14,ES,60647,552,448,93,51,483,10,3,1,0,0,Level 2+,2,103,31,69,3,53,1,1.0,1723
694,23,26,14,ES,60647,552,448,93,51,483,10,3,1,0,0,Level 2+,2,75,17,53,5,66,3,4.0,1723
695,23,26,14,ES,60647,552,448,93,51,483,10,3,1,0,0,Level 2+,2,87,20,59,8,86,0,0.0,1723
696,23,26,14,ES,60647,552,448,93,51,483,10,3,1,0,0,Level 2+,2,32,5,24,3,22,2,6.3,1723
697,23,26,14,ES,60647,552,448,93,51,483,10,3,1,0,0,Level 2+,2,102,19,80,3,71,6,5.9,1723
698,58,12,9,ES,60632,444,354,59,3,433,6,0,0,0,0,Level 1+,2,46,6,40,0,45,0,0.0,1723
699,58,12,9,ES,60632,444,354,59,3,433,6,0,0,0,0,Level 1+,2,57,16,40,1,30,0,0.0,1723
700,58,12,9,ES,60632,444,354,59,3,433,6,0,0,0,0,Level 1+,2,55,9,46,0,36,0,0.0,1723
701,58,12,9,ES,60632,444,354,59,3,433,6,0,0,0,0,Level 1+,2,44,7,32,5,34,0,0.0,1723
702,58,12,9,ES,60632,444,354,59,3,433,6,0,0,0,0,Level 1+,2,45,3,42,0,29,0,0.0,1723
703,58,12,9,ES,60632,444,354,59,3,433,6,0,0,0,0,Level 1+,2,72,43,29,0,21,0,0.0,1723
704,58,12,9,ES,60632,444,354,59,3,433,6,0,0,0,0,Level 1+,2,30,18,10,2,6,0,0.0,1723
705,58,12,9,ES,60632,444,354,59,3,433,6,0,0,0,0,Level 1+,2,22,21,1,0,0,0,0.0,1723
706,58,12,9,ES,60632,444,354,59,3,433,6,0,0,0,0,Level 1+,2,25,6,19,0,9,0,0.0,1723
707,67,17,7,HS,60636,359,303,359,219,126,13,0,0,0,0,Inability to Rate,5,26,20,2,4,20,0,0.0,128
708,67,17,7,HS,60636,359,303,359,219,126,13,0,0,0,0,Inability to Rate,5,27,25,1,1,12,0,0.0,128
709,67,17,7,HS,60636,359,303,359,219,126,13,0,0,0,0,Inability to Rate,5,26,15,10,1,14,1,3.8,128
710,67,17,7,HS,60636,359,303,359,219,126,13,0,0,0,0,Inability to Rate,5,18,9,3,6,16,0,0.0,128
711,67,17,7,HS,60636,359,303,359,219,126,13,0,0,0,0,Inability to Rate,5,21,12,5,4,18,0,0.0,128
712,67,17,7,HS,60636,359,303,359,219,126,13,0,0,0,0,Inability to Rate,5,18,5,4,9,12,0,0.0,128
713,67,17,7,HS,60636,359,303,359,219,126,13,0,0,0,0,Inability to Rate,5,12,2,7,3,3,1,8.3,128
714,67,17,7,HS,60636,359,303,359,219,126,13,0,0,0,0,Inability to Rate,5,3,3,0,0,0,0,0.0,128
715,67,17,7,HS,60636,359,303,359,219,126,13,0,0,0,0,Inability to Rate,5,39,18,7,14,18,0,0.0,128
716,61,3,9,ES,60609,242,211,29,215,25,2,0,0,0,0,Level 2+,2,16,10,3,3,9,0,0.0,1723
717,61,3,9,ES,60609,242,211,29,215,25,2,0,0,0,0,Level 2+,2,35,14,18,3,21,1,2.9,1723
718,61,3,9,ES,60609,242,211,29,215,25,2,0,0,0,0,Level 2+,2,164,147,14,3,12,0,0.0,1723
719,61,3,9,ES,60609,242,211,29,215,25,2,0,0,0,0,Level 2+,2,26,10,16,0,7,0,0.0,1723
720,61,3,9,ES,60609,242,211,29,215,25,2,0,0,0,0,Level 2+,2,1264,1261,3,0,28,0,0.0,1723
721,61,3,9,ES,60609,242,211,29,215,25,2,0,0,0,0,Level 2+,2,201,199,1,1,4,0,0.0,1723
722,61,3,9,ES,60609,242,211,29,215,25,2,0,0,0,0,Level 2+,2,125,70,38,17,71,1,0.8,1723
723,61,3,9,ES,60609,242,211,29,215,25,2,0,0,0,0,Level 2+,2,5,2,2,1,0,1,20.0,1723
724,61,3,9,ES,60609,242,211,29,215,25,2,0,0,0,0,Level 2+,2,36,11,16,9,21,0,0.0,1723
725,43,5,3,ES,60649,479,402,54,454,18,2,0,0,0,1,Level 2,2,218,50,133,35,178,14,6.4,1723
726,43,5,3,ES,60649,479,402,54,454,18,2,0,0,0,1,Level 2,2,488,209,248,31,150,9,1.8,1723
727,43,5,3,ES,60649,479,402,54,454,18,2,0,0,0,1,Level 2,2,504,289,188,27,124,19,3.8,1723
728,43,5,3,ES,60649,479,402,54,454,18,2,0,0,0,1,Level 2,2,351,172,164,15,153,9,2.6,1723
729,43,5,3,ES,60649,479,402,54,454,18,2,0,0,0,1,Level 2,2,89,38,48,3,64,9,10.1,1723
730,43,5,3,ES,60649,479,402,54,454,18,2,0,0,0,1,Level 2,2,144,47,91,6,51,0,0.0,1723
731,43,5,3,ES,60649,479,402,54,454,18,2,0,0,0,1,Level 2,2,45,9,30,6,23,8,17.8,1723
732,43,5,3,ES,60649,479,402,54,454,18,2,0,0,0,1,Level 2,2,29,12,17,0,0,0,0.0,1723
733,43,5,3,ES,60649,479,402,54,454,18,2,0,0,0,1,Level 2,2,185,121,54,10,9,7,3.8,1723
734,40,3,2,ES,60615,281,206,37,262,10,4,0,0,0,0,Level 2,1,133,29,43,61,129,4,3.0,289
735,40,3,2,ES,60615,281,206,37,262,10,4,0,0,0,0,Level 2,1,127,8,81,38,123,1,0.8,289
736,40,3,2,ES,60615,281,206,37,262,10,4,0,0,0,0,Level 2,1,32,2,16,14,27,2,6.3,289
737,40,3,2,ES,60615,281,206,37,262,10,4,0,0,0,0,Level 2,1,139,72,65,2,13,0,0.0,289
738,40,3,2,ES,60615,281,206,37,262,10,4,0,0,0,0,Level 2,1,30,6,22,2,9,0,0.0,289
739,40,3,2,ES,60615,281,206,37,262,10,4,0,0,0,0,Level 2,1,197,37,143,17,48,3,1.5,289
740,40,3,2,ES,60615,281,206,37,262,10,4,0,0,0,0,Level 2,1,91,15,62,14,21,8,8.8,289
741,40,3,2,ES,60615,281,206,37,262,10,4,0,0,0,0,Level 2,1,1,0,1,0,0,0,0.0,289
742,40,3,2,ES,60615,281,206,37,262,10,4,0,0,0,0,Level 2,1,22,3,17,2,12,0,0.0,289
743,55,10,4,ES,60633,296,208,39,38,229,27,1,0,0,0,Level 1,2,185,120,59,6,7,0,0.0,1723
744,55,10,4,ES,60633,296,208,39,38,229,27,1,0,0,0,Level 1,2,150,101,43,6,5,0,0.0,1723
745,55,10,4,ES,60633,296,208,39,38,229,27,1,0,0,0,Level 1,2,129,96,31,2,1,0,0.0,1723
746,55,10,4,ES,60633,296,208,39,38,229,27,1,0,0,0,Level 1,2,247,144,96,7,30,0,0.0,1723
747,55,10,4,ES,60633,296,208,39,38,229,27,1,0,0,0,Level 1,2,204,104,83,17,33,1,0.5,1723
748,55,10,4,ES,60633,296,208,39,38,229,27,1,0,0,0,Level 1,2,249,109,116,24,79,0,0.0,1723
749,55,10,4,ES,60633,296,208,39,38,229,27,1,0,0,0,Level 1,2,84,47,28,9,27,5,6.0,1723
750,55,10,4,ES,60633,296,208,39,38,229,27,1,0,0,0,Level 1,2,1,0,1,0,0,1,100.0,1723
751,55,10,4,ES,60633,296,208,39,38,229,27,1,0,0,0,Level 1,2,18,4,9,5,4,5,27.8,1723
752,4,40,20,ES,60625,674,368,76,40,263,223,112,5,0,0,Level 1+,3,28,1,25,2,27,2,7.1,1288
753,4,40,20,ES,60625,674,368,76,40,263,223,112,5,0,0,Level 1+,3,34,1,32,1,33,5,14.7,1288
754,4,40,20,ES,60625,674,368,76,40,263,223,112,5,0,0,Level 1+,3,45,20,25,0,19,1,2.2,1288
755,4,40,20,ES,60625,674,368,76,40,263,223,112,5,0,0,Level 1+,3,104,48,54,2,15,7,6.7,1288
756,4,40,20,ES,60625,674,368,76,40,263,223,112,5,0,0,Level 1+,3,37,16,13,8,14,0,0.0,1288
